timestamp,link_id,source_device,destination_device,source_interface,destination_interface,link_utilization,latency_ms,packet_loss,throughput_mbps,qos_priority,reachability,traffic_type,anomaly_flag
31,link_2,host_3,switch_2,interface_4,interface_11,17,7,1.88,191,3,1,http,0
31,link_3,host_4,switch_4,interface_5,interface_2,12,6,1.08,-56,4,1,video,0
31,link_4,host_5,switch_2,interface_6,interface_5,42,17,0.28,-69,5,1,voip,0
31,link_5,host_6,switch_4,interface_7,interface_8,79,31,1.48,166,1,1,file_transfer,0
31,link_6,host_1,switch_2,interface_8,interface_11,88,34,0.68,432,2,1,http,0
31,link_7,host_2,switch_4,interface_9,interface_2,62,24,1.88,485,3,1,video,0
31,link_8,host_3,switch_2,interface_10,interface_5,24,10,1.08,275,4,1,voip,0
31,link_9,host_4,switch_4,interface_11,interface_8,10,5,0.28,-3,5,1,file_transfer,0
31,link_10,host_5,switch_2,interface_12,interface_11,32,13,1.48,-95,1,1,http,0
32,link_1,host_3,switch_1,interface_5,interface_9,47,19,0.96,435,3,1,http,0
32,link_2,host_4,switch_3,interface_6,interface_12,15,7,0.16,170,4,1,video,0
32,link_3,host_5,switch_1,interface_7,interface_3,14,6,1.36,-67,5,1,voip,0
32,link_4,host_6,switch_3,interface_8,interface_6,46,18,0.56,-59,1,1,file_transfer,0
32,link_5,host_1,switch_1,interface_9,interface_9,81,31,1.76,187,2,1,http,0
32,link_6,host_2,switch_3,interface_10,interface_12,87,34,0.96,445,3,1,video,0
32,link_7,host_3,switch_1,interface_11,interface_3,58,23,0.16,477,4,1,voip,0
32,link_8,host_4,switch_3,interface_12,interface_6,22,9,1.36,255,5,1,file_transfer,0
32,link_9,host_5,switch_1,interface_1,interface_9,10,5,0.56,-18,1,1,http,0
32,link_10,host_6,switch_3,interface_2,interface_12,35,14,1.76,-91,2,1,video,0
33,link_1,host_4,switch_2,interface_7,interface_10,43,18,1.24,421,4,1,video,0
33,link_2,host_5,switch_4,interface_8,interface_1,13,6,0.44,149,5,1,voip,0
33,link_3,host_6,switch_2,interface_9,interface_4,16,6,1.64,-76,1,1,file_transfer,0
33,link_4,host_1,switch_4,interface_10,interface_7,50,19,0.84,-48,2,1,http,0
33,link_5,host_2,switch_2,interface_11,interface_10,84,32,0.04,208,3,1,video,0
33,link_6,host_3,switch_4,interface_12,interface_1,86,34,1.24,456,4,1,voip,0
33,link_7,host_4,switch_2,interface_1,interface_4,54,23,0.44,469,5,1,file_transfer,0
33,link_8,host_5,switch_4,interface_2,interface_7,19,9,1.64,234,1,1,http,0
33,link_9,host_6,switch_2,interface_3,interface_10,11,5,0.84,-32,2,1,video,0
33,link_10,host_1,switch_4,interface_4,interface_1,39,14,0.04,-85,3,1,voip,0
34,link_1,host_5,switch_3,interface_9,interface_11,39,18,1.52,407,5,1,voip,0
34,link_2,host_6,switch_1,interface_10,interface_2,11,6,0.72,129,1,1,file_transfer,0
34,link_3,host_1,switch_3,interface_11,interface_5,19,7,1.92,-83,2,1,http,0
34,link_4,host_2,switch_1,interface_12,interface_8,54,19,1.12,-35,3,1,video,0
34,link_5,host_3,switch_3,interface_1,interface_11,85,32,0.32,228,4,1,voip,0
34,link_6,host_4,switch_1,interface_2,interface_2,84,33,1.52,466,5,1,file_transfer,0
34,link_7,host_5,switch_3,interface_3,interface_5,50,22,0.72,459,1,1,http,0
34,link_8,host_6,switch_1,interface_4,interface_8,16,8,1.92,213,2,1,video,0
34,link_9,host_1,switch_3,interface_5,interface_11,13,5,1.12,-44,3,1,voip,0
34,link_10,host_2,switch_1,interface_6,interface_2,43,15,0.32,-78,4,1,file_transfer,0
35,link_1,host_6,switch_4,interface_11,interface_12,35,17,1.8,391,1,1,file_transfer,0
35,link_2,host_1,switch_2,interface_12,interface_3,10,6,1.0,108,2,1,http,0
35,link_3,host_2,switch_4,interface_1,interface_6,21,7,0.2,-89,3,1,video,0
35,link_4,host_3,switch_2,interface_2,interface_9,58,20,1.4,-22,4,1,voip,0
35,link_5,host_4,switch_4,interface_3,interface_12,87,32,0.6,249,5,1,file_transfer,0
35,link_6,host_5,switch_2,interface_4,interface_3,81,33,1.8,475,1,1,http,0
35,link_7,host_6,switch_4,interface_5,interface_6,46,21,1.0,448,2,1,video,0
35,link_8,host_1,switch_2,interface_6,interface_9,14,8,0.2,192,3,1,voip,0
35,link_9,host_2,switch_4,interface_7,interface_12,14,5,1.4,-56,4,1,file_transfer,0
35,link_10,host_3,switch_2,interface_8,interface_3,47,16,0.6,-69,5,1,http,0
36,link_1,host_1,switch_1,interface_1,interface_1,32,16,0.08,374,2,1,http,0
36,link_2,host_2,switch_3,interface_2,interface_4,10,5,1.28,89,3,1,video,0
36,link_3,host_3,switch_1,interface_3,interface_7,24,8,0.48,-94,4,1,voip,0
36,link_4,host_4,switch_3,interface_4,interface_10,62,21,1.68,-7,5,1,file_transfer,0
36,link_5,host_5,switch_1,interface_5,interface_1,88,33,0.88,270,1,1,http,0
36,link_6,host_6,switch_3,interface_6,interface_4,79,33,0.08,483,2,1,video,0
36,link_7,host_1,switch_1,interface_7,interface_7,43,20,1.28,435,3,1,voip,0
36,link_8,host_2,switch_3,interface_8,interface_10,13,7,0.48,171,4,1,file_transfer,0
36,link_9,host_3,switch_1,interface_9,interface_1,17,6,1.68,-66,5,1,http,0
36,link_10,host_4,switch_3,interface_10,interface_4,51,17,0.88,-59,1,1,video,0
37,link_1,host_2,switch_2,interface_3,interface_2,28,15,0.36,357,3,1,video,0
37,link_2,host_3,switch_4,interface_4,interface_5,10,5,1.56,69,4,1,voip,0
37,link_3,host_4,switch_2,interface_5,interface_8,27,8,0.76,-97,5,1,file_transfer,0
37,link_4,host_5,switch_4,interface_6,interface_11,66,22,1.96,8,1,1,http,0
37,link_5,host_6,switch_2,interface_7,interface_2,89,33,1.16,290,2,1,video,0
37,link_6,host_1,switch_4,interface_8,interface_5,76,32,0.36,489,3,1,voip,0
37,link_7,host_2,switch_2,interface_9,interface_8,39,20,1.56,422,4,1,file_transfer,0
37,link_8,host_3,switch_4,interface_10,interface_11,11,7,0.76,150,5,1,http,0
37,link_9,host_4,switch_2,interface_11,interface_2,19,6,1.96,-75,1,1,video,0
37,link_10,host_5,switch_4,interface_12,interface_5,55,17,1.16,-48,2,1,voip,0
38,link_1,host_3,switch_3,interface_5,interface_3,25,15,0.64,338,4,1,voip,0
38,link_2,host_4,switch_1,interface_6,interface_6,10,5,1.84,51,5,1,file_transfer,0
38,link_3,host_5,switch_3,interface_7,interface_9,31,9,1.04,-99,1,1,http,0
38,link_4,host_6,switch_1,interface_8,interface_12,69,22,0.24,24,2,1,video,0
38,link_5,host_1,switch_3,interface_9,interface_3,89,33,1.44,310,3,1,voip,0
38,link_6,host_2,switch_1,interface_10,interface_6,73,32,0.64,494,4,1,file_transfer,0
38,link_7,host_3,switch_3,interface_11,interface_9,35,19,1.84,407,5,1,http,0
38,link_8,host_4,switch_1,interface_12,interface_12,10,7,1.04,130,1,1,video,0
38,link_9,host_5,switch_3,interface_1,interface_3,22,6,0.24,-83,2,1,voip,0
38,link_10,host_6,switch_1,interface_2,interface_6,59,18,1.44,-36,3,1,file_transfer,0
39,link_1,host_4,switch_4,interface_7,interface_4,22,14,0.92,320,5,1,file_transfer,0
39,link_2,host_5,switch_2,interface_8,interface_7,10,5,0.12,33,1,1,http,0
39,link_3,host_6,switch_4,interface_9,interface_10,35,9,1.32,-99,2,1,video,0
39,link_4,host_1,switch_2,interface_10,interface_1,73,23,0.52,42,3,1,voip,0
39,link_5,host_2,switch_4,interface_11,interface_4,89,34,1.72,329,4,1,file_transfer,0
39,link_6,host_3,switch_2,interface_12,interface_7,70,31,0.92,497,5,1,http,0
39,link_7,host_4,switch_4,interface_1,interface_10,31,18,0.12,392,1,1,video,0
39,link_8,host_5,switch_2,interface_2,interface_1,10,6,1.32,109,2,1,voip,0
39,link_9,host_6,switch_4,interface_3,interface_4,25,7,0.52,-89,3,1,file_transfer,0
39,link_10,host_1,switch_2,interface_4,interface_7,63,19,1.72,-22,4,1,http,0
40,link_1,host_5,switch_1,interface_9,interface_5,19,13,1.2,300,1,1,http,0
40,link_2,host_6,switch_3,interface_10,interface_8,11,5,0.4,16,2,1,video,0
40,link_3,host_1,switch_1,interface_11,interface_11,38,10,1.6,-98,3,1,voip,0
40,link_4,host_2,switch_3,interface_12,interface_2,76,24,0.8,60,4,1,file_transfer,0
40,link_5,host_3,switch_1,interface_1,interface_5,89,34,0.0,348,5,1,http,0
40,link_6,host_4,switch_3,interface_2,interface_8,66,31,1.2,499,1,1,video,0
40,link_7,host_5,switch_1,interface_3,interface_11,28,17,0.4,375,2,1,voip,0
40,link_8,host_6,switch_3,interface_4,interface_2,10,6,1.6,90,3,1,file_transfer,0
40,link_9,host_1,switch_1,interface_5,interface_5,28,7,0.8,-94,4,1,http,0
40,link_10,host_2,switch_3,interface_6,interface_8,66,20,0.0,-8,5,1,video,0
41,link_1,host_6,switch_2,interface_11,interface_6,17,13,1.48,280,2,1,video,0
41,link_2,host_1,switch_4,interface_12,interface_9,12,5,0.68,0,3,1,voip,0
41,link_3,host_2,switch_2,interface_1,interface_12,42,10,1.88,-96,4,1,file_transfer,0
41,link_4,host_3,switch_4,interface_2,interface_3,79,24,1.08,79,5,1,http,0
41,link_5,host_4,switch_2,interface_3,interface_6,88,34,0.28,366,1,1,video,0
41,link_6,host_5,switch_4,interface_4,interface_9,62,30,1.48,499,2,1,voip,0
41,link_7,host_6,switch_2,interface_5,interface_12,24,17,0.68,358,3,1,file_transfer,0
41,link_8,host_1,switch_4,interface_6,interface_3,10,6,1.88,70,4,1,http,0
41,link_9,host_2,switch_2,interface_7,interface_6,32,7,1.08,-97,5,1,video,0
41,link_10,host_3,switch_4,interface_8,interface_9,70,20,0.28,7,1,0,voip,1
42,link_1,host_1,switch_3,interface_1,interface_7,15,12,1.76,260,3,1,voip,0
42,link_2,host_2,switch_1,interface_2,interface_10,14,5,0.96,-14,4,1,file_transfer,0
42,link_3,host_3,switch_3,interface_3,interface_1,46,11,0.16,-92,5,1,http,0
42,link_4,host_4,switch_1,interface_4,interface_4,81,25,1.36,99,1,1,video,0
42,link_5,host_5,switch_3,interface_5,interface_7,87,34,0.56,383,2,1,voip,0
42,link_6,host_6,switch_1,interface_6,interface_10,58,30,1.76,498,3,1,file_transfer,0
42,link_7,host_1,switch_3,interface_7,interface_1,22,16,0.96,339,4,1,http,0
42,link_8,host_2,switch_1,interface_8,interface_4,10,5,0.16,52,5,1,video,0
42,link_9,host_3,switch_3,interface_9,interface_7,35,8,1.36,-99,1,0,voip,1
42,link_10,host_4,switch_1,interface_10,interface_10,73,21,0.56,24,2,1,file_transfer,0
43,link_1,host_2,switch_4,interface_3,interface_8,13,11,0.04,239,4,1,file_transfer,0
43,link_2,host_3,switch_2,interface_4,interface_11,16,5,1.24,-28,5,1,http,0
43,link_3,host_4,switch_4,interface_5,interface_2,50,12,0.44,-86,1,1,video,0
43,link_4,host_5,switch_2,interface_6,interface_5,84,26,1.64,119,2,1,voip,0
43,link_5,host_6,switch_4,interface_7,interface_8,86,34,0.84,399,3,1,file_transfer,0
43,link_6,host_1,switch_2,interface_8,interface_11,54,29,0.04,496,4,1,http,0
43,link_7,host_2,switch_4,interface_9,interface_2,19,15,1.24,320,5,1,video,0
43,link_8,host_3,switch_2,interface_10,interface_5,11,5,0.44,34,1,0,voip,1
43,link_9,host_4,switch_4,interface_11,interface_8,39,8,1.64,-99,2,1,file_transfer,0
43,link_10,host_5,switch_2,interface_12,interface_11,76,22,0.84,41,3,1,http,0
44,link_1,host_3,switch_1,interface_5,interface_9,11,11,0.32,218,5,1,http,0
44,link_2,host_4,switch_3,interface_6,interface_12,19,5,1.52,-41,1,1,video,0
44,link_3,host_5,switch_1,interface_7,interface_3,54,12,0.72,-79,2,1,voip,0
44,link_4,host_6,switch_3,interface_8,interface_6,85,27,1.92,139,3,1,file_transfer,0
44,link_5,host_1,switch_1,interface_9,interface_9,84,34,1.12,414,4,1,http,0
44,link_6,host_2,switch_3,interface_10,interface_12,50,29,0.32,492,5,1,video,0
44,link_7,host_3,switch_1,interface_11,interface_3,16,14,1.52,301,1,0,voip,1
44,link_8,host_4,switch_3,interface_12,interface_6,13,5,0.72,17,2,1,file_transfer,0
44,link_9,host_5,switch_1,interface_1,interface_9,43,9,1.92,-98,3,1,http,0
44,link_10,host_6,switch_3,interface_2,interface_12,79,23,1.12,59,4,1,video,0
45,link_1,host_4,switch_2,interface_7,interface_10,10,10,0.6,197,1,1,video,0
45,link_2,host_5,switch_4,interface_8,interface_1,21,5,1.8,-53,2,1,voip,0
45,link_3,host_6,switch_2,interface_9,interface_4,58,13,1.0,-71,3,1,file_transfer,0
45,link_4,host_1,switch_4,interface_10,interface_7,87,27,0.2,160,4,1,http,0
45,link_5,host_2,switch_2,interface_11,interface_10,81,34,1.4,428,5,1,video,0
45,link_6,host_3,switch_4,interface_12,interface_1,46,28,0.6,486,1,0,voip,1
45,link_7,host_4,switch_2,interface_1,interface_4,14,14,1.8,281,2,1,file_transfer,0
45,link_8,host_5,switch_4,interface_2,interface_7,14,5,1.0,1,3,1,http,0
45,link_9,host_6,switch_2,interface_3,interface_10,47,9,0.2,-96,4,1,video,0
45,link_10,host_1,switch_4,interface_4,interface_1,82,23,1.4,78,5,1,voip,0
46,link_1,host_5,switch_3,interface_9,interface_11,10,10,0.88,176,2,1,voip,0
46,link_2,host_6,switch_1,interface_10,interface_2,24,5,0.08,-64,3,1,file_transfer,0
46,link_3,host_1,switch_3,interface_11,interface_5,62,13,1.28,-62,4,1,http,0
46,link_4,host_2,switch_1,interface_12,interface_8,88,28,0.48,181,5,1,video,0
46,link_5,host_3,switch_3,interface_1,interface_11,79,34,1.68,441,1,0,voip,1
46,link_6,host_4,switch_1,interface_2,interface_2,43,27,0.88,480,2,1,file_transfer,0
46,link_7,host_5,switch_3,interface_3,interface_5,13,13,0.08,261,3,1,http,0
46,link_8,host_6,switch_1,interface_4,interface_8,17,5,1.28,-14,4,1,video,0
46,link_9,host_1,switch_3,interface_5,interface_11,51,10,0.48,-92,5,1,voip,0
46,link_10,host_2,switch_1,interface_6,interface_2,84,24,1.68,98,1,1,file_transfer,0
47,link_1,host_6,switch_4,interface_11,interface_12,10,9,1.16,155,3,1,file_transfer,0
47,link_2,host_1,switch_2,interface_12,interface_3,27,5,0.36,-73,4,1,http,0
47,link_3,host_2,switch_4,interface_1,interface_6,66,14,1.56,-51,5,1,video,0
47,link_4,host_3,switch_2,interface_2,interface_9,89,28,0.76,202,1,0,voip,1
47,link_5,host_4,switch_4,interface_3,interface_12,76,34,1.96,453,2,1,file_transfer,0
47,link_6,host_5,switch_2,interface_4,interface_3,39,27,1.16,471,3,1,http,0
47,link_7,host_6,switch_4,interface_5,interface_6,11,12,0.36,240,4,1,video,0
47,link_8,host_1,switch_2,interface_6,interface_9,19,5,1.56,-28,5,1,voip,0
47,link_9,host_2,switch_4,interface_7,interface_12,55,10,0.76,-87,1,1,file_transfer,0
47,link_10,host_3,switch_2,interface_8,interface_3,86,25,1.96,118,2,1,http,0
48,link_1,host_1,switch_1,interface_1,interface_1,10,8,1.44,134,4,1,http,0
48,link_2,host_2,switch_3,interface_2,interface_4,31,5,0.64,-81,5,1,video,0
48,link_3,host_3,switch_1,interface_3,interface_7,69,15,1.84,-39,1,0,voip,1
48,link_4,host_4,switch_3,interface_4,interface_10,89,29,1.04,223,2,1,file_transfer,0
48,link_5,host_5,switch_1,interface_5,interface_1,73,34,0.24,464,3,1,http,0
48,link_6,host_6,switch_3,interface_6,interface_4,35,26,1.44,462,4,1,video,0
48,link_7,host_1,switch_1,interface_7,interface_7,10,12,0.64,219,5,1,voip,0
48,link_8,host_2,switch_3,interface_8,interface_10,22,5,1.84,-41,1,1,file_transfer,0
48,link_9,host_3,switch_1,interface_9,interface_1,59,11,1.04,-80,2,1,http,0
48,link_10,host_4,switch_3,interface_10,interface_4,87,25,0.24,138,3,1,video,0
49,link_1,host_2,switch_2,interface_3,interface_2,10,8,1.72,114,5,1,video,0
49,link_2,host_3,switch_4,interface_4,interface_5,35,5,0.92,-88,1,0,voip,1
49,link_3,host_4,switch_2,interface_5,interface_8,73,16,0.12,-26,2,1,file_transfer,0
49,link_4,host_5,switch_4,interface_6,interface_11,89,30,1.32,243,3,1,http,0
49,link_5,host_6,switch_2,interface_7,interface_2,70,34,0.52,473,4,1,video,0
49,link_6,host_1,switch_4,interface_8,interface_5,31,25,1.72,451,5,1,voip,0
49,link_7,host_2,switch_2,interface_9,interface_8,10,11,0.92,198,1,1,file_transfer,0
49,link_8,host_3,switch_4,interface_10,interface_11,25,5,0.12,-53,2,1,http,0
49,link_9,host_4,switch_2,interface_11,interface_2,63,12,1.32,-72,3,1,video,0
49,link_10,host_5,switch_4,interface_12,interface_5,88,26,0.52,159,4,1,voip,0
50,link_1,host_3,switch_3,interface_5,interface_3,11,7,0.0,94,1,0,voip,1
50,link_2,host_4,switch_1,interface_6,interface_6,38,5,1.2,-93,2,1,file_transfer,0
50,link_3,host_5,switch_3,interface_7,interface_9,76,16,0.4,-11,3,1,http,0
50,link_4,host_6,switch_1,interface_8,interface_12,89,30,1.6,264,4,1,video,0
50,link_5,host_1,switch_3,interface_9,interface_3,66,34,0.8,481,5,1,voip,0
50,link_6,host_2,switch_1,interface_10,interface_6,28,25,0.0,439,1,1,file_transfer,0
50,link_7,host_3,switch_3,interface_11,interface_9,10,10,1.2,177,2,1,http,0
50,link_8,host_4,switch_1,interface_12,interface_12,28,5,0.4,-63,3,1,video,0
50,link_9,host_5,switch_3,interface_1,interface_3,66,12,1.6,-62,4,1,voip,0
50,link_10,host_6,switch_1,interface_2,interface_6,89,27,0.8,180,5,1,file_transfer,0
51,link_1,host_4,switch_4,interface_7,interface_4,12,7,0.28,75,2,1,file_transfer,0
51,link_2,host_5,switch_2,interface_8,interface_7,42,6,1.48,-96,3,1,http,0
51,link_3,host_6,switch_4,interface_9,interface_10,79,17,0.68,3,4,1,video,0
51,link_4,host_1,switch_2,interface_10,interface_1,88,31,1.88,284,5,1,voip,0
51,link_5,host_2,switch_4,interface_11,interface_4,62,34,1.08,487,1,1,file_transfer,0
51,link_6,host_3,switch_2,interface_12,interface_7,24,24,0.28,426,2,1,http,0
51,link_7,host_4,switch_4,interface_1,interface_10,10,10,1.48,156,3,1,video,0
51,link_8,host_5,switch_2,interface_2,interface_1,32,5,0.68,-73,4,1,voip,0
51,link_9,host_6,switch_4,interface_3,interface_4,70,13,1.88,-51,5,1,file_transfer,0
51,link_10,host_1,switch_2,interface_4,interface_7,89,27,1.08,201,1,1,http,0
52,link_1,host_5,switch_1,interface_9,interface_5,14,7,0.56,56,3,1,http,0
52,link_2,host_6,switch_3,interface_10,interface_8,46,6,1.76,-99,4,1,video,0
52,link_3,host_1,switch_1,interface_11,interface_11,81,18,0.96,20,5,1,voip,0
52,link_4,host_2,switch_3,interface_12,interface_2,87,31,0.16,304,1,1,file_transfer,0
52,link_5,host_3,switch_1,interface_1,interface_5,58,34,1.36,493,2,1,http,0
52,link_6,host_4,switch_3,interface_2,interface_8,22,23,0.56,412,3,1,video,0
52,link_7,host_5,switch_1,interface_3,interface_11,10,9,1.76,135,4,1,voip,0
52,link_8,host_6,switch_3,interface_4,interface_2,35,5,0.96,-81,5,1,file_transfer,0
52,link_9,host_1,switch_1,interface_5,interface_5,73,14,0.16,-39,1,1,http,0
52,link_10,host_2,switch_3,interface_6,interface_8,89,28,1.36,222,2,1,video,0
53,link_1,host_6,switch_2,interface_11,interface_6,16,6,0.84,38,4,1,video,0
53,link_2,host_1,switch_4,interface_12,interface_9,50,6,0.04,-99,5,1,voip,0
53,link_3,host_2,switch_2,interface_1,interface_12,84,19,1.24,37,1,1,file_transfer,0
53,link_4,host_3,switch_4,interface_2,interface_3,86,32,0.44,324,2,1,http,0
53,link_5,host_4,switch_2,interface_3,interface_6,54,34,1.64,496,3,1,video,0
53,link_6,host_5,switch_4,interface_4,interface_9,19,23,0.84,396,4,1,voip,0
53,link_7,host_6,switch_2,interface_5,interface_12,11,9,0.04,115,5,1,file_transfer,0
53,link_8,host_1,switch_4,interface_6,interface_3,39,5,1.24,-87,1,1,http,0
53,link_9,host_2,switch_2,interface_7,interface_6,76,14,0.44,-26,2,1,video,0
53,link_10,host_3,switch_4,interface_8,interface_9,89,29,1.64,242,3,1,voip,0
54,link_1,host_1,switch_3,interface_1,interface_7,19,6,1.12,21,5,1,voip,0
54,link_2,host_2,switch_1,interface_2,interface_10,54,7,0.32,-99,1,1,file_transfer,0
54,link_3,host_3,switch_3,interface_3,interface_1,85,19,1.52,55,2,1,http,0
54,link_4,host_4,switch_1,interface_4,interface_4,84,32,0.72,342,3,1,video,0
54,link_5,host_5,switch_3,interface_5,interface_7,50,33,1.92,499,4,1,voip,0
54,link_6,host_6,switch_1,interface_6,interface_10,16,22,1.12,380,5,1,file_transfer,0
54,link_7,host_1,switch_3,interface_7,interface_1,13,8,0.32,95,1,1,http,0
54,link_8,host_2,switch_1,interface_8,interface_4,43,5,1.52,-93,2,1,video,0
54,link_9,host_3,switch_3,interface_9,interface_7,79,15,0.72,-12,3,1,voip,0
54,link_10,host_4,switch_1,interface_10,interface_10,88,29,1.92,263,4,1,file_transfer,0
55,link_1,host_2,switch_4,interface_3,interface_8,21,6,1.4,4,1,1,file_transfer,0
55,link_2,host_3,switch_2,interface_4,interface_11,58,7,0.6,-97,2,1,http,0
55,link_3,host_4,switch_4,interface_5,interface_2,87,20,1.8,74,3,1,video,0
55,link_4,host_5,switch_2,interface_6,interface_5,81,32,1.0,361,4,1,voip,0
55,link_5,host_6,switch_4,interface_7,interface_8,46,33,0.2,499,5,1,file_transfer,0
55,link_6,host_1,switch_2,interface_8,interface_11,14,21,1.4,363,1,1,http,0
55,link_7,host_2,switch_4,interface_9,interface_2,14,8,0.6,76,2,1,video,0
55,link_8,host_3,switch_2,interface_10,interface_5,47,5,1.8,-96,3,1,voip,0
55,link_9,host_4,switch_4,interface_11,interface_8,82,16,1.0,3,4,1,file_transfer,0
55,link_10,host_5,switch_2,interface_12,interface_11,87,30,0.2,283,5,1,http,0
56,link_1,host_3,switch_1,interface_5,interface_9,24,5,1.68,-10,2,1,http,0
56,link_2,host_4,switch_3,interface_6,interface_12,62,8,0.88,-93,3,1,video,0
56,link_3,host_5,switch_1,interface_7,interface_3,88,21,0.08,93,4,1,voip,0
56,link_4,host_6,switch_3,interface_8,interface_6,79,33,1.28,378,5,1,file_transfer,0
56,link_5,host_1,switch_1,interface_9,interface_9,43,33,0.48,499,1,1,http,0
56,link_6,host_2,switch_3,interface_10,interface_12,13,20,1.68,345,2,1,video,0
56,link_7,host_3,switch_1,interface_11,interface_3,17,7,0.88,57,3,1,voip,0
56,link_8,host_4,switch_3,interface_12,interface_6,51,6,0.08,-99,4,1,file_transfer,0
56,link_9,host_5,switch_1,interface_1,interface_9,84,17,1.28,19,5,1,http,0
56,link_10,host_6,switch_3,interface_2,interface_12,85,30,0.48,303,1,1,video,0
57,link_1,host_4,switch_2,interface_7,interface_10,27,5,1.96,-25,3,1,video,0
57,link_2,host_5,switch_4,interface_8,interface_1,66,8,1.16,-88,4,1,voip,0
57,link_3,host_6,switch_2,interface_9,interface_4,89,22,0.36,113,5,1,file_transfer,0
57,link_4,host_1,switch_4,interface_10,interface_7,76,33,1.56,394,1,1,http,0
57,link_5,host_2,switch_2,interface_11,interface_10,39,32,0.76,497,2,1,video,0
57,link_6,host_3,switch_4,interface_12,interface_1,11,20,1.96,326,3,1,voip,0
57,link_7,host_4,switch_2,interface_1,interface_4,19,7,1.16,39,4,1,file_transfer,0
57,link_8,host_5,switch_4,interface_2,interface_7,55,6,0.36,-99,5,1,http,0
57,link_9,host_6,switch_2,interface_3,interface_10,86,17,1.56,36,1,1,video,0
57,link_10,host_1,switch_4,interface_4,interface_1,83,31,0.76,323,2,1,voip,0
58,link_1,host_5,switch_3,interface_9,interface_11,31,5,0.24,-38,4,1,voip,0
58,link_2,host_6,switch_1,interface_10,interface_2,69,9,1.44,-82,5,1,file_transfer,0
58,link_3,host_1,switch_3,interface_11,interface_5,89,22,0.64,133,1,1,http,0
58,link_4,host_2,switch_1,interface_12,interface_8,73,33,1.84,410,2,1,video,0
58,link_5,host_3,switch_3,interface_1,interface_11,35,32,1.04,493,3,1,voip,0
58,link_6,host_4,switch_1,interface_2,interface_2,10,19,0.24,307,4,1,file_transfer,0
58,link_7,host_5,switch_3,interface_3,interface_5,22,7,1.44,21,5,1,http,0
58,link_8,host_6,switch_1,interface_4,interface_8,59,6,0.64,-99,1,1,video,0
58,link_9,host_1,switch_3,interface_5,interface_11,87,18,1.84,54,2,1,voip,0
58,link_10,host_2,switch_1,interface_6,interface_2,81,31,1.04,342,3,1,file_transfer,0
59,link_1,host_6,switch_4,interface_11,interface_12,35,5,0.52,-50,5,1,file_transfer,0
59,link_2,host_1,switch_2,interface_12,interface_3,73,9,1.72,-74,1,1,http,0
59,link_3,host_2,switch_4,interface_1,interface_6,89,23,0.92,154,2,1,video,0
59,link_4,host_3,switch_2,interface_2,interface_9,70,34,0.12,424,3,1,voip,0
59,link_5,host_4,switch_4,interface_3,interface_12,31,31,1.32,488,4,1,file_transfer,0
59,link_6,host_5,switch_2,interface_4,interface_3,10,18,0.52,287,5,1,http,0
59,link_7,host_6,switch_4,interface_5,interface_6,25,6,1.72,5,1,1,video,0
59,link_8,host_1,switch_2,interface_6,interface_9,63,7,0.92,-97,2,1,voip,0
59,link_9,host_2,switch_4,interface_7,interface_12,88,19,0.12,73,3,1,file_transfer,0
59,link_10,host_3,switch_2,interface_8,interface_3,78,32,1.32,360,4,1,http,0
60,link_1,host_1,switch_1,interface_1,interface_1,38,5,0.8,-61,1,1,http,0
60,link_2,host_2,switch_3,interface_2,interface_4,76,10,0.0,-65,2,1,video,0
60,link_3,host_3,switch_1,interface_3,interface_7,89,24,1.2,175,3,1,voip,0
60,link_4,host_4,switch_3,interface_4,interface_10,66,34,0.4,438,4,1,file_transfer,0
60,link_5,host_5,switch_1,interface_5,interface_1,28,31,1.6,482,5,1,http,0
60,link_6,host_6,switch_3,interface_6,interface_4,10,17,0.8,266,1,1,video,0
60,link_7,host_1,switch_1,interface_7,interface_7,28,6,0.0,-9,2,1,voip,0
60,link_8,host_2,switch_3,interface_8,interface_10,66,7,1.2,-93,3,1,file_transfer,0
60,link_9,host_3,switch_1,interface_9,interface_1,89,20,0.4,92,4,1,http,0
60,link_10,host_4,switch_3,interface_10,interface_4,76,32,1.6,377,5,1,video,0
61,link_1,host_2,switch_2,interface_3,interface_2,42,5,1.08,-71,2,1,video,0
61,link_2,host_3,switch_4,interface_4,interface_5,79,10,0.28,-54,3,1,voip,0
61,link_3,host_4,switch_2,interface_5,interface_8,88,24,1.48,196,4,1,file_transfer,0
61,link_4,host_5,switch_4,interface_6,interface_11,62,34,0.68,450,5,1,http,0
61,link_5,host_6,switch_2,interface_7,interface_2,24,30,1.88,474,1,1,video,0
61,link_6,host_1,switch_4,interface_8,interface_5,10,17,1.08,246,2,1,voip,0
61,link_7,host_2,switch_2,interface_9,interface_8,32,6,0.28,-24,3,1,file_transfer,0
61,link_8,host_3,switch_4,interface_10,interface_11,70,7,1.48,-88,4,1,http,0
61,link_9,host_4,switch_2,interface_11,interface_2,89,20,0.68,112,5,1,video,0
61,link_10,host_5,switch_4,interface_12,interface_5,72,33,1.88,394,1,1,voip,0
62,link_1,host_3,switch_3,interface_5,interface_3,46,5,1.36,-79,3,1,voip,0
62,link_2,host_4,switch_1,interface_6,interface_6,81,11,0.56,-42,4,1,file_transfer,0
62,link_3,host_5,switch_3,interface_7,interface_9,87,25,1.76,217,5,1,http,0
